	CorsikaId	px	py	pz	x	y	t	shower_id	prm_id	prm_energy	prm_theta	prm_phi
6352690	1.0	6.15114e-05	-0.00036041599999999996	0.000202888	-2488.25	-1270.14	373971.0	8278.0	1	212.05700000000002	0.0	0.0
6352691	1.0	-0.000106615	-2.2195e-05	8.60865e-05	-2616.27	-1186.78	373789.0	8278.0	1	212.05700000000002	0.0	0.0
6352692	1.0	-8.21696e-05	3.55952e-05	0.000284645	-2573.65	-1171.68	373709.0	8278.0	1	212.05700000000002	0.0	0.0
6352693	1.0	-0.00116968	-0.00513316	0.00890802	-218.734	-1087.7	371565.0	8278.0	1	212.05700000000002	0.0	0.0
6352694	1.0	-2.24948e-05	0.0009089539999999999	0.00035190300000000004	-398.726	734.27	371716.0	8278.0	1	212.05700000000002	0.0	0.0
6352695	1.0	0.0009081569999999999	-0.00038812	0.013144399999999999	89.46350000000001	-61.697399999999995	370630.0	8278.0	1	212.05700000000002	0.0	0.0
6352696	1.0	0.000677322	0.0007246830000000001	0.00245635	208.233	285.33299999999997	370724.0	8278.0	1	212.05700000000002	0.0	0.0
6352697	1.0	2.3561399999999998e-05	0.000187515	0.00131882	71.712	258.686	370626.0	8278.0	1	212.05700000000002	0.0	0.0
6352698	1.0	-0.00184969	0.000173787	0.00945865	-803.265	161.366	370774.0	8278.0	1	212.05700000000002	0.0	0.0
6352699	1.0	-0.000331146	4.26821e-05	0.016541999999999998	-88.39139999999999	61.0357	370582.0	8278.0	1	212.05700000000002	0.0	0.0
6352700	1.0	-0.000232268	1.16818e-05	0.000159061	-677.952	138.88299999999998	371583.0	8278.0	1	212.05700000000002	0.0	0.0
6352701	1.0	2.22665e-05	-7.95346e-06	0.000148636	-29.6806	364.86199999999997	372429.0	8278.0	1	212.05700000000002	0.0	0.0
6352702	1.0	0.000545553	0.000688092	0.00928967	-53.47	182.27	370611.0	8278.0	1	212.05700000000002	0.0	0.0
6352703	1.0	-0.00173914	-0.00330018	0.05236319999999999	-128.153	-35.767399999999995	370598.0	8278.0	1	212.05700000000002	0.0	0.0
6352704	1.0	-3.0051700000000002e-05	0.00016246200000000002	0.0182306	-51.117799999999995	70.12010000000001	370579.0	8278.0	1	212.05700000000002	0.0	0.0
6352705	1.0	0.00130677	-0.00148605	0.038379199999999995	-8.47782	12.2656	370584.0	8278.0	1	212.05700000000002	0.0	0.0
6352706	1.0	0.00014209299999999998	0.00011836299999999999	0.00663482	-23.8931	78.1964	370581.0	8278.0	1	212.05700000000002	0.0	0.0
6352707	1.0	2.3147199999999998e-05	-2.41665e-05	0.000999729	21.437600000000003	73.9503	370583.0	8278.0	1	212.05700000000002	0.0	0.0
6352708	1.0	0.000103314	1.14249e-05	0.00023365200000000002	195.898	98.0707	370719.0	8278.0	1	212.05700000000002	0.0	0.0
6352709	1.0	-8.136970000000001e-05	4.13096e-05	0.000177932	68.9959	95.6275	370766.0	8278.0	1	212.05700000000002	0.0	0.0
6352710	1.0	0.00239833	-0.0007918819999999999	0.00846468	39.318200000000004	-14.2542	370641.0	8278.0	1	212.05700000000002	0.0	0.0
6352711	1.0	-0.000492657	0.000752831	0.00225269	-147.343	89.51639999999999	370644.0	8278.0	1	212.05700000000002	0.0	0.0
6352712	1.0	7.311729999999999e-05	6.75821e-05	6.84336e-05	72.40899999999999	143.995	370935.0	8278.0	1	212.05700000000002	0.0	0.0
6352713	1.0	0.00242916	0.0007770689999999999	0.00991632	-37.8556	46.494	370610.0	8278.0	1	212.05700000000002	0.0	0.0
6352714	1.0	-0.00455223	-0.00808367	0.0271649	-292.08	-377.025	370851.0	8278.0	1	212.05700000000002	0.0	0.0
6352715	1.0	0.0061441	-0.00433659	0.0341327	973.665	-685.539	370953.0	8278.0	1	212.05700000000002	0.0	0.0
6352716	1.0	0.00216921	-0.00033142199999999994	0.00414298	1443.07	-312.427	371807.0	8278.0	1	212.05700000000002	0.0	0.0
6352717	1.0	0.00023882900000000003	-0.00129224	0.00515892	988.565	-453.741	371199.0	8278.0	1	212.05700000000002	0.0	0.0
6352718	1.0	9.264959999999999e-05	2.8976100000000002e-05	0.00014741100000000002	646.212	459.68699999999995	371514.0	8278.0	1	212.05700000000002	0.0	0.0
6352719	1.0	-0.000756188	-0.000857983	0.0355269	-12.874400000000001	-32.2607	370579.0	8278.0	1	212.05700000000002	0.0	0.0
6352720	2.0	-6.41649e-05	-0.000284844	0.00288685	-66.81569999999999	-221.28099999999998	370664.0	8278.0	1	212.05700000000002	0.0	0.0
6352721	3.0	-0.00340879	-0.0037606	0.030703300000000003	-65.80930000000001	-219.951	370659.0	8278.0	1	212.05700000000002	0.0	0.0
6352722	1.0	3.47849e-05	-6.771e-05	0.0004148	235.458	114.829	370972.0	8278.0	1	212.05700000000002	0.0	0.0
6352723	1.0	0.000435118	-0.00108508	0.00426645	-119.44200000000001	-854.345	370819.0	8278.0	1	212.05700000000002	0.0	0.0
6352724	1.0	-0.00024918200000000003	-0.00133761	0.00136161	343.42800000000005	-1063.8	371180.0	8278.0	1	212.05700000000002	0.0	0.0
6352725	3.0	0.00387981	0.00353231	0.0172564	114.706	-54.3314	370597.0	8278.0	1	212.05700000000002	0.0	0.0
6352726	1.0	0.00313969	-0.00197258	0.0330401	386.211	-240.283	370663.0	8278.0	1	212.05700000000002	0.0	0.0
6352727	1.0	0.000303095	-0.000882905	0.00924774	323.004	-36.4169	370683.0	8278.0	1	212.05700000000002	0.0	0.0
6352728	1.0	-0.000263512	-0.0009615839999999999	0.000989849	-241.403	-897.913	371555.0	8278.0	1	212.05700000000002	0.0	0.0
6352729	3.0	0.000657575	0.00032721599999999997	0.0110965	128.349	124.029	370590.0	8278.0	1	212.05700000000002	0.0	0.0
6352730	2.0	0.00158768	0.00025288	0.0346143	128.366	124.01	370590.0	8278.0	1	212.05700000000002	0.0	0.0
6352731	1.0	-8.46376e-05	-0.000124753	0.000264135	-215.054	-134.822	370703.0	8278.0	1	212.05700000000002	0.0	0.0
6352732	1.0	0.000329456	0.00117995	0.0200562	86.9929	270.95	370605.0	8278.0	1	212.05700000000002	0.0	0.0
6352733	1.0	-0.00140706	-0.00092335	0.00496859	-330.126	259.53	370672.0	8278.0	1	212.05700000000002	0.0	0.0
6352734	3.0	0.000772919	-0.0016745	0.00445592	-315.723	246.472	370683.0	8278.0	1	212.05700000000002	0.0	0.0
6352735	2.0	-0.00179084	-0.002917	0.016392700000000003	-319.907	256.719	370668.0	8278.0	1	212.05700000000002	0.0	0.0
6352736	1.0	-0.000626521	-0.0017865	0.00631513	-152.30100000000002	-349.724	370768.0	8278.0	1	212.05700000000002	0.0	0.0
6352737	1.0	0.000494856	0.000108486	0.00092066	582.135	-315.885	371072.0	8278.0	1	212.05700000000002	0.0	0.0
6352738	1.0	-1.95495e-05	4.56597e-05	0.00038436599999999997	-20.3119	189.40099999999998	370593.0	8278.0	1	212.05700000000002	0.0	0.0
6352739	3.0	0.000275786	0.00332405	0.0124634	-13.6188	199.77900000000002	370601.0	8278.0	1	212.05700000000002	0.0	0.0
6352740	2.0	-0.00470744	-0.00773508	0.036337699999999994	-21.9227	167.703	370592.0	8278.0	1	212.05700000000002	0.0	0.0
6352741	1.0	0.000670757	0.00166988	0.0294709	104.681	219.358	370612.0	8278.0	1	212.05700000000002	0.0	0.0
6352742	1.0	9.96117e-06	0.000556961	0.00144465	10.525	412.662	370859.0	8278.0	1	212.05700000000002	0.0	0.0
6352743	1.0	-0.000139022	0.000139181	0.000480277	-1718.2	573.311	373219.0	8278.0	1	212.05700000000002	0.0	0.0
6352744	1.0	0.00013219299999999999	-2.72509e-05	0.0050129	249.127	-251.873	370817.0	8278.0	1	212.05700000000002	0.0	0.0
6352745	1.0	0.000196474	4.40206e-05	0.000973152	117.605	-17.7104	370604.0	8278.0	1	212.05700000000002	0.0	0.0
6352746	1.0	-0.00022759	8.71214e-05	0.00192089	52.389300000000006	-10.466	370597.0	8278.0	1	212.05700000000002	0.0	0.0
