	CorsikaId	px	py	pz	x	y	t	shower_id	prm_id	prm_energy	prm_theta	prm_phi
7245373	1.0	-3.0880900000000004e-05	0.000124074	0.000376433	174.983	526.97	370677.0	9510.0	1	348.605	0.0	0.0
7245374	1.0	-0.00023196599999999998	-0.0008237139999999999	0.0216343	-104.08	-370.043	370603.0	9510.0	1	348.605	0.0	0.0
7245375	1.0	-0.0005767519999999999	0.000158586	0.175323	13.7709	-57.2299	370579.0	9510.0	1	348.605	0.0	0.0
7245376	1.0	0.00136503	4.83356e-06	0.00352802	-27.2364	-1.8189	370654.0	9510.0	1	348.605	0.0	0.0
7245377	1.0	7.02073e-05	0.0006785830000000001	0.00136802	-215.28099999999998	146.372	370799.0	9510.0	1	348.605	0.0	0.0
7245378	1.0	-0.00117802	0.000237555	0.00234912	-435.629	41.8185	370877.0	9510.0	1	348.605	0.0	0.0
7245379	1.0	-0.00044824400000000004	0.000269762	0.00124086	-225.923	-59.522200000000005	370701.0	9510.0	1	348.605	0.0	0.0
7245380	1.0	-0.000488543	-0.000491885	0.000712745	-300.89	-87.2228	370735.0	9510.0	1	348.605	0.0	0.0
7245381	1.0	5.18638e-05	0.000253585	0.000274633	-65.8073	114.87200000000001	370973.0	9510.0	1	348.605	0.0	0.0
7245382	1.0	1.60432e-05	3.51298e-05	9.46091e-05	31.645500000000002	-145.067	371031.0	9510.0	1	348.605	0.0	0.0
7245383	1.0	-0.00212774	-0.000151409	0.00449782	-394.26800000000003	-59.1647	370832.0	9510.0	1	348.605	0.0	0.0
7245384	1.0	-0.0025367	-0.000635639	0.018883700000000003	-66.5317	-9.55692	370601.0	9510.0	1	348.605	0.0	0.0
7245385	1.0	-0.00069091	-0.00112245	0.00129633	-1280.71	-86.2405	371495.0	9510.0	1	348.605	0.0	0.0
7245386	1.0	-0.00154212	0.000822703	0.00848155	-1159.99	245.67700000000002	371029.0	9510.0	1	348.605	0.0	0.0
7245387	1.0	0.000955668	0.00122849	0.00833436	-1062.22	262.877	371026.0	9510.0	1	348.605	0.0	0.0
7245388	1.0	-0.000114903	0.00252915	0.014197899999999998	-63.6516	681.895	370731.0	9510.0	1	348.605	0.0	0.0
7245389	1.0	3.28435e-05	1.23009e-06	0.000204828	64.6724	470.656	370854.0	9510.0	1	348.605	0.0	0.0
7245390	1.0	-0.000442835	-0.000837485	0.00142678	-81.3263	-179.571	370918.0	9510.0	1	348.605	0.0	0.0
7245391	1.0	-0.00407739	0.00164279	0.012921200000000002	-43.258	133.392	370651.0	9510.0	1	348.605	0.0	0.0
7245392	1.0	-0.000433652	0.000307452	0.00691554	-328.142	180.763	370620.0	9510.0	1	348.605	0.0	0.0
7245393	1.0	0.0014671	0.00261256	0.00449956	-175.2	1297.67	371328.0	9510.0	1	348.605	0.0	0.0
7245394	1.0	0.00018282400000000002	-9.609520000000001e-05	0.00259177	136.17700000000002	-26.058899999999998	370589.0	9510.0	1	348.605	0.0	0.0
7245395	1.0	0.00430872	-0.000283707	0.00775197	878.298	92.1931	371121.0	9510.0	1	348.605	0.0	0.0
7245396	1.0	-0.00216746	0.00011617100000000001	0.012697	-518.737	237.69400000000002	370749.0	9510.0	1	348.605	0.0	0.0
7245397	1.0	9.40141e-05	-1.17491e-05	0.00673374	63.1642	2.1714599999999997	370579.0	9510.0	1	348.605	0.0	0.0
7245398	1.0	-0.000516327	-0.00037364099999999997	0.000515409	3.0187	-44.5833	370698.0	9510.0	1	348.605	0.0	0.0
7245399	1.0	2.00659e-05	5.86144e-07	0.0006407419999999999	66.53	2.49118	370579.0	9510.0	1	348.605	0.0	0.0
7245400	1.0	0.00201365	0.00172934	0.0480425	67.11970000000001	4.91529	370579.0	9510.0	1	348.605	0.0	0.0
7245401	2.0	0.00863429	0.00202432	0.0686784	69.8658	5.47996	370580.0	9510.0	1	348.605	0.0	0.0
7245402	1.0	0.0007003339999999999	0.000521285	0.00228923	-33.5058	1569.01	372049.0	9510.0	1	348.605	0.0	0.0
7245403	1.0	-0.000914882	0.00133964	0.00239938	-752.216	1991.39	372863.0	9510.0	1	348.605	0.0	0.0
7245404	1.0	6.83414e-05	0.000139299	0.000433826	573.127	711.072	371566.0	9510.0	1	348.605	0.0	0.0
7245405	1.0	-0.00261215	0.00262502	0.0472298	-78.7303	135.003	370594.0	9510.0	1	348.605	0.0	0.0
7245406	1.0	0.000655833	-0.000947371	0.00088452	1275.11	974.327	371712.0	9510.0	1	348.605	0.0	0.0
7245407	1.0	-6.55016e-05	0.00152832	0.017488099999999996	-210.824	486.04699999999997	370628.0	9510.0	1	348.605	0.0	0.0
7245408	1.0	3.4631e-05	0.0005777040000000001	0.00353208	-211.34099999999998	536.54	370650.0	9510.0	1	348.605	0.0	0.0
7245409	1.0	-0.0009612269999999999	-0.000366899	0.00325275	-206.138	531.572	370680.0	9510.0	1	348.605	0.0	0.0
7245410	1.0	0.000105011	0.000187934	0.000577815	-160.47299999999998	573.474	370686.0	9510.0	1	348.605	0.0	0.0
7245411	3.0	0.010068899999999999	0.00602587	0.018142099999999998	-205.305	543.283	370668.0	9510.0	1	348.605	0.0	0.0
7245412	1.0	0.00035100400000000003	0.000300329	0.000257291	356.39	169.072	371465.0	9510.0	1	348.605	0.0	0.0
7245413	1.0	0.000114629	0.000110498	6.555149999999999e-05	343.811	-142.158	371627.0	9510.0	1	348.605	0.0	0.0
7245414	1.0	-0.00139874	-0.000162111	0.00296181	-68.5796	-151.583	370688.0	9510.0	1	348.605	0.0	0.0
7245415	1.0	-6.57087e-05	2.1529499999999998e-05	0.00011191	-109.945	-104.214	370770.0	9510.0	1	348.605	0.0	0.0
7245416	1.0	0.00015664299999999998	1.8378e-05	0.00014309299999999998	1181.48	535.82	371580.0	9510.0	1	348.605	0.0	0.0
7245417	1.0	-0.000381404	-0.00108062	0.0129039	-115.839	-318.6	370616.0	9510.0	1	348.605	0.0	0.0
7245418	1.0	-0.00305692	-0.00209116	0.0076842	-736.7180000000001	-713.203	371269.0	9510.0	1	348.605	0.0	0.0
