	CorsikaId	px	py	pz	x	y	t	shower_id	prm_id	prm_energy	prm_theta	prm_phi
4424720	1.0	-0.000442236	-0.0007857669999999999	0.00113363	-468.17199999999997	6.703049999999999	370995.0	5758.0	1	156.963	0.0	0.0
4424721	1.0	0.000169142	-2.01671e-06	0.0222768	42.2017	20.4569	370578.0	5758.0	1	156.963	0.0	0.0
4424722	1.0	0.00191004	0.00225292	0.044930199999999997	90.84440000000001	71.7055	370588.0	5758.0	1	156.963	0.0	0.0
4424723	1.0	0.000515688	-0.00113952	0.00306646	135.509	296.843	370692.0	5758.0	1	156.963	0.0	0.0
4424724	3.0	-0.00046006800000000005	0.000721364	0.00045284199999999996	137.254	310.661	370727.0	5758.0	1	156.963	0.0	0.0
4424725	1.0	-2.32718e-05	-4.5189e-05	0.00164412	417.931	83.4852	370671.0	5758.0	1	156.963	0.0	0.0
4424726	1.0	-0.00130752	0.00153504	0.00590463	-226.638	-111.736	370678.0	5758.0	1	156.963	0.0	0.0
4424727	1.0	-0.000247738	3.1962100000000004e-05	0.00075712	-253.043	-206.862	370669.0	5758.0	1	156.963	0.0	0.0
4424728	1.0	0.000252192	0.00010579	0.00013239	769.86	28.1215	371546.0	5758.0	1	156.963	0.0	0.0
4424729	1.0	-0.000266258	-0.000325353	0.00580225	370.736	-143.05100000000002	370668.0	5758.0	1	156.963	0.0	0.0
4424730	1.0	-0.00135264	0.00298392	0.0312872	-257.191	572.748	370680.0	5758.0	1	156.963	0.0	0.0
4424731	1.0	0.00630618	0.00198073	0.056316099999999994	564.937	222.025	370692.0	5758.0	1	156.963	0.0	0.0
4424732	1.0	4.3498800000000004e-05	0.000140301	0.00251965	162.019	305.327	370605.0	5758.0	1	156.963	0.0	0.0
4424733	1.0	0.000911705	0.000727734	0.00161082	269.907	523.502	371191.0	5758.0	1	156.963	0.0	0.0
4424734	1.0	-0.00289442	-0.00219359	0.015340799999999998	-782.3489999999999	-277.482	370861.0	5758.0	1	156.963	0.0	0.0
4424735	1.0	-0.00261994	-0.000112346	0.0434149	-296.132	-121.87200000000001	370612.0	5758.0	1	156.963	0.0	0.0
4424736	1.0	-0.00186862	0.00242328	0.013930700000000002	-470.151	376.971	370718.0	5758.0	1	156.963	0.0	0.0
4424737	1.0	0.000609164	-0.000513998	0.00132193	-142.504	115.04799999999999	370644.0	5758.0	1	156.963	0.0	0.0
4424738	1.0	0.00041824	0.0008871230000000001	0.00392996	-175.715	163.589	370604.0	5758.0	1	156.963	0.0	0.0
4424739	3.0	0.0017411	0.00394491	0.0216194	-176.93200000000002	161.80200000000002	370603.0	5758.0	1	156.963	0.0	0.0
4424740	1.0	-0.00112883	0.000674462	0.03376780000000001	-185.635	93.73	370593.0	5758.0	1	156.963	0.0	0.0
4424741	1.0	-0.00017689599999999998	0.000145928	0.00937474	-53.8855	-42.5958	370579.0	5758.0	1	156.963	0.0	0.0
4424742	1.0	0.000398226	-0.00128531	0.00408221	93.9227	-296.682	370734.0	5758.0	1	156.963	0.0	0.0
4424743	1.0	-0.00037961699999999995	-0.000148525	0.00114391	-90.8852	-15.2254	370627.0	5758.0	1	156.963	0.0	0.0
4424744	1.0	-0.00301972	0.000728675	0.00873202	-91.6336	11.4206	370627.0	5758.0	1	156.963	0.0	0.0
4424745	1.0	-0.00260077	0.000279453	0.00487161	-94.9649	11.113800000000001	370632.0	5758.0	1	156.963	0.0	0.0
